Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Python vs. R for Data Science,"Python and R are common programming languages used when working with data. Each language is powerful in its own way; however, it's important that you select the language that will best help you achieve your end result. In this course, data scientist and coding instructor Lavanya Vijayan helps you make this choice, sharing important considerations for using each language in various circumstances. Lavanya starts by going over the background of both languages, as well as the strengths and disadvantages of each in different scenarios. She then walks through the process of working on a data science project and how you'd handle the data at various stages using Python and R. Lavanya then covers how to analyze data using both languages. She rounds out the course by discussing the use cases that play to each language's strengths. By the end of this training, you’ll have the essential information you need to determine whether Python or R is right for you.<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""20%"" width=""20%"">",Course,2023-08-02 21:54 UTC,N/A,false,N/A,
Construction Management: Managing Risk,"Risk is an inherent part of construction and an integral part of the construction manager's job. Over the course of a project, you may have to manage compliance and safety issues, schedule and cost overruns, contract disputes, and more. To be successful, you need to understand the biggest risk factors faced on a job site and how to mitigate them. In this course, OSHA Authorized Outreach Trainer Jim Rogers explains the basics of risk management for construction. Learn how risk changes with the complexity of the project and the type of delivery method being employed. Review your role and the scope of the risk management process, from analysis to control. Along the way, review how technology can help you manage the challenges involved in daily activities using risk analysis and risk mitigation tools.",Course,2021-01-07 08:13 UTC,N/A,false,N/A,
Build Three Real-World Python Applications,"Python skills are in high demand, and programmers who demonstrate real-world skill in building applications are highly sought after. In this course, Megan Silvey shows you how to take real-life programming problems and turn them into actionable results through building three different practical applications. These applications focus on working with popular Python topics: web scraping, web APIs, and text analysis. Check out this course to improve your skills and build applications that you can show off to potential employers.<p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With GitHub Codespaces, you can get hands-on practice from any machine, at any time—all while using a tool that you’ll likely encounter in the workplace.</p>",Course,2023-08-03 13:23 UTC,N/A,false,N/A,
Django: Forms,"Most websites require the use of forms to receive data from users, so it is crucial to know how to safely collect and handle data while maintaining a user-friendly experience on your website. In this course, learn how to use Django to create forms from scratch. Instructor Nick Walter also explains how to deploy forms to your site, access stored data, leverage submitted form data, work with widgets, customize formsets, and more.",Course,2020-10-19 16:52 UTC,N/A,false,N/A,
Software Testing Foundations: Transitioning from Manual to Automation,"<p>In an ever-growing market for new technology, teams need to expand upon their ability to accommodate faster, more frequent testing. Why not take advantage of automation tools and processes to boost your team’s overall testing efficiency? Join instructor and testing expert Mike Fine in this easy-to-follow skills foundations course, as he shows you how to design, implement, and manage a strategic automated software testing program.</p><p>Discover the steps you need to take today to build and automate your own process, everything from analyzing your current systems to selecting the best automation tools available. By the end of this course, you’ll be equipped with new skills to overcome other complex challenges, including troubleshooting issues related to software, mixing and matching, and more.</p>",Course,2023-02-01 13:06 UTC,N/A,false,N/A,
Six Sigma: Green Belt,"Six Sigma is a customer-focused, data-driven methodology that is widely used to analyze and improve the performance of processes, products, and services. In this course, get the training you need to become a Six Sigma Green Belt. Green Belts participate in—or lead—Six Sigma projects on a part-time basis under the guidance of a Black Belt. Operational excellence expert, master Black Belt trainer, and professor Dr. Richard Chua explains how to use Six Sigma and its process, quality, and statistical tools as he prepares you to become a Six Sigma Green Belt.<br><br>   

Note: Dr. Richard Chua builds upon his <i>Six Sigma Foundations</i> and <i>Learning Minitab</i> courses, and covers an array of topics, including measurement system analysis, descriptive statistics, hypothesis testing, design of experiments, statistical process control, and more.",Course,2020-03-20 13:14 UTC,N/A,false,N/A,
Building a Broad Network of Influence,"In this audio-only course from How to Be Awesome at Your Job, Mitch Prinstein helps you to understand the different types of popularity and explains how to boost your popularity by working on your likability. After explaining likability and status, Mitch encourages you to aim for likability and offers multiple tactics to subtly boost your likability. He also points out several potential pitfalls to avoid. Plus, Mitch shares ways to use social media to connect with people, both online and offline.
<br><br>This course was created by Pete Mockaitis of <i><a href=""https://awesomeatyourjob.com/"" target=""_blank"">How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%""/>",Course,2022-07-28 15:54 UTC,N/A,false,N/A,
Data Engineering with AWS Part 1,"Businesses need data experts—now more than ever before. As data-driven decision-making has risen to boardroom prominence, the role of the data expert has become essential to understanding and scaling a business. In this course—the first in a two-part series—instructor Dipali Kulshrestha shows you how to get started on your professional journey and grow your career as a data engineer with AWS.<br><br>Get an introduction to the field of data engineering and why it’s so important in today’s business world. Explore a variety of data types, data lakes, data sources, and how to use built-in AWS components such as DynamoDB, Kinesis, and S3 to store and manage your streams. Find out how to leverage the full power of an end-to-end data engineering pipeline, from selecting and configuring ingestion patterns, to storing data for analytic processing with S3. Test your new skills along the way in the hands-on data challenges at the end of each section.",Course,2023-01-20 13:31 UTC,N/A,false,N/A,
Delivering an Authentic Elevator Pitch,"<div><a href=""https://www.linkedin.com/newsletters/6765070600055635968?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Tatiana's LinkedIn Newsletter</a></div><br>Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-12-24 16:15 UTC,N/A,false,N/A,
Advanced NLP with Python for Machine Learning,"An incredible amount of unstructured text data is generated every day by social media, web pages, and a variety of other sources. But without the ability to tame and harness that data, you'll be unable to glean any value from it. In this course, learn how to translate messy text data into powerful insights using Python. Instructor Derek Jedamski begins 
with a quick review of foundational NLP concepts, including how to clean text data and build a model on top of vectorized text. He then jumps into more complex topics such as word2vec, doc2vec, and recurrent neural networks. To wrap up the course, he lends these concepts a real-world context by applying them to a machine learning problem.",Course,2020-12-11 16:54 UTC,N/A,false,N/A,
Python Code Challenges ,"Want to test your Python skills? These concise challenges let you stretch your brain and test your talents. Instructor Barron Stone shares over a dozen Python challenges, as well as his own solutions to each problem—the majority of which are less than two dozen lines of code. You can tackle each problem using the tools in the Python standard library, or opt for the library of your choice. And since each challenge is self-contained, you can complete the course in any order—and at your own pace. Tune in to get the hands-on practice you need to keep your skills sharp.",Course,2020-10-22 19:15 UTC,N/A,false,N/A,
Writing a Tech Resume,"When you apply for technology jobs, your resume is your opportunity to stand out from the crowd. Emma Bostian shows you how to showcase your technology skills, framing them to impress recruiters and potential employers. Discover how to tailor the content and length to catch a hiring manager’s eye. Learn how to leverage minor design details like spacing, font choice, and color palette to differentiate your resume from the rest, without stepping too far out. Plus, learn how to create a professional online presence on the platforms tech recruiters use most: LinkedIn and GitHub.",Course,2022-09-16 17:43 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-04-11 05:36 UTC,N/A,false,N/A,
Teamwork Essentials: Stand Out as a Valuable Team Member,"When you think of all the skills you could work on to advance your career, how often do you think about being a valuable team member? Almost never? In reality, working well with a team involves more than just a frame of mind, it takes a specific set of skills. In this course, leadership strategist Shadé Zahrai teaches you effective strategies to not only be a great teammate, but also how to develop skills while working with teams that will strengthen your reputation within your organization. She first shows you how to identify your own style of engaging with others, then how to use that information to cultivate strong relationships on the teams that you’re on by elevating the work of your teammates and nurturing trust. Shadé explains ways to build culture on the teams by fostering collaboration, navigating conflict, and creating an environment of psychological safety. Finally, learn techniques to develop strategic thinking skills that will serve your teams and help you solve problems.",Course,2023-07-03 12:28 UTC,N/A,false,N/A,
MLOps Essentials: Model Development and Integration,"Machine Learning Operations (MLOps) is a fast-growing domain the field of AI. As more models are deployed in production, the need for a structured, agile, end-to-end ML lifecycle with automation has grown multifold. MLOps provides structure to machine learning projects and help them succeed over the long run. In this course, instructor Kumaran Ponnambalam focuses on the key concepts of MLOps and helps you apply these concepts to your day-to-day ML work. Kumaran introduces you to the machine learning life cycle and explains unique challenges with ML, as well as important definitions and principles. He walks you through the requirements and design for ML projects, then dives into data processing and management. Kumaran explains various tools and technologies that you can use in the automation and management of continuous training. He covers best practices for model management, then offers detailed instruction on continuous integration.",Course,2023-05-28 15:41 UTC,N/A,false,N/A,
Wireshark Essential Training,"Are you interested in learning about packet analysis, or understanding and identifying the traffic on your network? This course gives you a solid overview of deep packet inspection via Wireshark Next Generation. Instructor Lisa Bock helps you navigate the many features of Wireshark. Lisa begins with the benefits of traffic analysis and discusses how to tap into the data stream effectively. She shows you how to get started with Wireshark, including filters and shortcuts you can use. Lisa walks you through the Transmission Control Protocol (TCP) connection process, as well as IPv6, ICMPv6, DNS, DHCP, and more. To wrap up, Lisa summarizes common protocols that you may use with deep packet analysis, such as FTP, HTTP, and ARP. Lisa walks you through all the basics, so no previous experience with Wireshark is necessary.",Course,2023-01-31 01:33 UTC,N/A,false,N/A,
Raspberry Pi Essential Training,"In this introductory class to the Raspberry Pi, technologist Mark Niemann-Ross explains the vocabulary associated with this single-board computer, then shows you how to plug in peripherals and perform basic computing tasks. Mark first describes how the Raspberry Pi compares to other computers and how it can be used as a media server, musical instrument, robotics controller, and more. He covers the members of the Raspberry Pi family and how to select the one that is right for you and the accessories that you need to use it effectively. Mark walks you through connecting your Raspberry Pi to wi-fi and ethernet, as well as getting it started. After examining operating systems for Raspberry Pi, he goes into why a virtual networking computer (VNC) for Raspberry Pi can be very helpful and how you can enable and use one. Mark discusses sound on your Raspberry Pi and how to use and control the GPIO board. After going over Raspberry Pi hardware, he dives into the Raspberry Pico microcontroller, then finishes up with how to run the Raspberry Pi OS on other computers.
<br><br>
Note: This course was created by Mark Niemann-Ross. We are pleased to host this training in our library.",Course,2022-11-21 04:20 UTC,N/A,false,N/A,
Learn Animation Production in Blender 2.9,"Have you ever wanted to create an animated scene, but thought it was too complicated, or just didn’t know where to start? Then try this course from Darrin Lile, as he walks you through the creation of an animated scene using Blender, a free, open-source software. Darrin shares a scene of a spaceship landing in a cargo bay, and then shows you everything that goes into making that scene, from the first polygon to the final render. He details how to import reference images to create 3D models, how to use the Node Editor to create the materials and textures for the 3D objects, and how to build star fields, planets, and cloud layers. He then dives into the animation, starting with the landing gear, and explains how to use the Graph Editor as you bring the ship in for a landing. To finish the animation, Darrin shows you how to mix music and sound effects in the Video Sequence Editor, before executing the final render of the animated scene.

<br><br>
Note: This course was created by Darrin Lile. We are pleased to host this training in our library.",Course,2023-02-20 21:06 UTC,N/A,false,N/A,
Web Scraping with Python,"Instructor Ryan Mitchell teaches the practice of web scraping using the Python programming language. Ryan helps you understand how a human browsing the web is different from a web scraper. She introduces the Chrome developer tools and how to use them to examine network calls. Ryan shows you how to install Scrapy with pip and how to write some ""Hello, World"" code to scrape a simple web page. She covers how to use the Scrapy LinkExtractor to find internal links on a web page, then demonstrates how to configure Scrapy and the ItemPipeline to write data to various file formats. Ryan walks you through best practices for organizing your projects, writing reusable parsers, and future-proofing your spiders. She explains how APIs work and how they can be used to retrieve data directly. Ryan explores headers and cookies, then goes into browser automation and how to integrate Selenium with Scrapy. In conclusion, she offers ideas to continue your studies in computer science and think creatively about automation.",Course,2023-02-24 16:17 UTC,N/A,false,N/A,
Nano Tips for Developing Magnetic Charisma with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, find out why charisma is such a valuable skill and how you can develop your own charisma with ease, exploring key insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.<br><br>Gather strategies to build authentic charisma to start creating better first impressions and new connections today. Get tips on energizing others with charismatic presence and magnetic communication. Along the way, Shadé shows you techniques for using eye contact, pauses, presentation starts, tension-building tools, simplified language, genuine care, and more.",Course,2022-12-15 00:04 UTC,N/A,false,N/A,
Managing Stress for Positive Change,"In the workplace, stress is often viewed in purely negative terms—it's seen as a response that should simply be minimized or pushed aside. However, it's possible to use stress to fuel positive change. In this course, join instructor Heidi Hanna, PhD, as she discusses what exactly stress is, how you can train yourself to use stress in more effective ways, and what managers can do to reduce employee stress when an organization experiences difficult times. She covers how individuals can use stress for good by assessing and adjusting it, as well as what you, as a manager, can do to create an environment and communication style that helps connect employees to the bigger picture. <br><br>Note: This course was featured in <i>Market Watch</i>, <i>Inc.</i>, <i>Fortune</i>, <i>Forbes</i>, and <i>Entrepreneur</i>.",Course,2020-05-14 15:26 UTC,N/A,false,N/A,
Apple Watch Tips and Tricks (2019),"Apple Watch has evolved. The latest watchOS makes it even more convenient to manage messages, activities, and notification directly from your device. But even if you wear one daily, you might not be using all of its most helpful features. Get the most out of your Apple Watch with these practical tips and tricks. Garrick Chow explores the features and capabilities of the latest Apple watchOS, including messaging, app management, voice control with Siri, staying fit and safe, and other valuable pointers. He also shows how to customize your unlock settings and haptic strength, so the Apple Watch responds perfectly to your touch.",Course,2020-12-21 14:52 UTC,N/A,false,N/A,
Applied Machine Learning: Feature Engineering ,"The quality of the predictions coming out of your machine learning model is a direct reflection of the data you feed it during training. Feature engineering helps you extract every last bit of value out of data. This course provides the tools to take a data set, tease out the signal, and throw out the noise in order to optimize your models. The concepts generalize to nearly any kind of machine learning algorithm. Instructor Derek Jedamski provides a refresher on machine learning basics and a thorough introduction to feature engineering. He explores continuous and categorical features and shows how to clean, normalize, and alter them. Learn how to address missing values, remove outliers, transform data, create indicators, and convert features. In the final chapters, Derek explains how to prepare features for modeling and provides four variations for comparison, so you can evaluate the impact of cleaning, transforming, and creating features through the lens of model performance.",Course,2022-03-26 05:59 UTC,N/A,false,N/A,
Construction Management: Modular Construction Methods,"Modular construction is a collection of practices and techniques for constructing buildings offsite.  These factories can build walls, rooms, or entire multistory buildings using the same materials, codes, and standards as conventionally built construction. In this course, you can learn about the different types of modular construction, understand their limitations and advantages, and learn how to manage the modular construction process. Instructor Jim Rogers also explains how onsite and premanufactured processes combine and describes how to leverage modular components in a traditional construction project in order to leverage benefits such as increased sustainability.",Course,2021-05-22 20:14 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:122467,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:122467,Course,2017-09-06 12:10 UTC,N/A,false,N/A,
Learning Python,"Python—the popular and highly-readable object-oriented language—is both powerful and relatively easy to learn. Whether you're new to programming or an experienced developer, this course can help you get started with Python. Joe Marini provides an overview of the installation process, basic Python syntax, and an example of how to construct and run a simple Python program. Learn to work with dates and times, read and write files, and retrieve and parse HTML, JSON, and XML data from the web.",Course,2022-10-12 01:24 UTC,N/A,false,N/A,
Python Standard Library Essential Training,"Python is a concise, elegant language. And part of what makes it so accessible and fun to use is the library of pre-built code—known as the Python standard library—that’s distributed along with the language. In this course, learn how to leverage the modules in the Python standard library to make building applications with Python even easier. Discover how the Python standard library can help you solve common coding challenges and make it easier to process text, manipulate data, and work with files and directories. Plus, see how the library can help you work with numbers, calculate and format dates and times, parse HTML, and more.",Course,2022-03-06 01:00 UTC,N/A,false,N/A,
Excel for Business Analysts,"Business analytics is one of today’s fastest growing careers, but it's also an area where companies face a shortage of talent. In this course, Professor Michael McDonald walks you through everything you need to know to start implementing business analytics skills and concepts. Michael begins with the basics, explaining what you should know about business analytics, including definitions and uses. He demonstrates how to get started in business analytics, including accessing and integrating the correct data and constructing a data map. Michael shows how to use predictive tools in business analytics that can equip firms to make better decisions. Finally, Michael covers how business analytics can provide significant guidance for management in developing a strategy and understanding the market.",Course,2021-01-17 04:59 UTC,N/A,false,N/A,
Intermediate SQL for Data Scientists,"There is an increasing need for data scientists and analysts to understand relational data stores. Organizations have long used SQL databases to store transactional data as well as business intelligence related data. This course was designed for data scientists who need to work with SQL databases. Specifically, it was designed to help these professionals learn how to perform common data science tasks, including exploration and extraction of data within relational databases.<br><br>Instructor Dan Sullivan kicks off the course with a brief overview of SQL data manipulation and data definition commands. He then focuses on how to use SQL queries to prepare data for analysis; leverage statistical functions to better understand that data; and work with aggregates, window operations, and more.",Course,2022-11-08 21:26 UTC,N/A,false,N/A,
Nano Tips to Accelerate Your Goals with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.  In this installment, learn commonly overlooked, counterintuitive, and must-know tips that truly make a difference when it comes to achieving your goals, exploring key insights from peak performance researcher and behavioral strategist to Fortune 500 companies, Shadé Zahrai.  
<br><br>
Gleaned from research and global experience, Shadé explains the importance of setting goals aligned with your purpose for greater motivation, why you should break your bigger-picture goals into sub-goals, and the importance of setting milestones. She also imparts tips for increasing your chances of success and how to reignite your passion, confidence and goal-achieving momentum.",Course,2023-02-06 13:40 UTC,N/A,false,N/A,
SQL Code Challenges,"Want to assess your SQL skills? These concise challenges let you stretch your brain and test your talents. Get hands-on practice querying and retrieving data, adding new tables to existing databases, updating data in multiple tables and multiple records, and presenting summary data. LinkedIn Learning staff instructor Scott Simpson structures each challenge in real-world scenarios: a restaurant website that takes reservations and online orders, and a library lending system. After each challenge, Scott shares his own solution. You can see how a professional programmer creates personalized, data-driven documents; handles sign-up data; deletes records; prepares reports; and more.",Course,2021-06-22 08:14 UTC,N/A,false,N/A,
SOLIDWORKS: Modeling a Bicycle,"Cycling is more popular than ever, and many people are opting to build their own frames. Whether you love bikes and you want to build your own frame, or if you just want to practice your own SOLIDWORKS skills in a fun and practical way, join design engineer and avid cyclist Johno Ellison as he shows how to create a rigid bike frame based on real-life frame geometry. He shows how to create the frame, identify off-the-shelf parts such as handlebars, combine them into an assembly, and prepare drawings for the final product. Throughout the course, Johno shows some of the more practical aspects of bike building, as well as how they relate to SOLIDWORKS and CAD in general, giving you a great way to apply your modeling skills.",Course,2022-09-01 20:34 UTC,N/A,false,N/A,
Learning SAP Analytics Cloud,"Enterprises need ways to harness data to improve organizational outcomes, and ultimately to improve the quality of their products and services. SAP Analytics Cloud, part of the SAP Business Intelligence suite, allows you to analyze data from any industry-standard data source to make more data-driven, evidence-based decisions. In this course, you can learn how to use the Analytics Cloud to generate reports and look for data insights that can help your organization. Instructor Joshua Rischin explains how to create and manage data models, build reports and dashboards, and enhance your analysis with the artificial intelligence (AI) and machine learning features in SAP Analytics Cloud. No matter what kind of data you need to analyze—pricing or sales data, custom customer information, or inventory—SAP Analytics Cloud can help you turn your data into clear and actionable insights.",Course,2021-01-23 04:08 UTC,N/A,false,N/A,
Computer and Text Neck Stretching Exercises,"Our necks bear the brunt of the stress when we spend too much time looking at screens. Taking a break is the best solution, but sometimes we can’t afford to go offline. Luckily, with simple corrections to your posture and typing habits, you can eliminate injury to this sensitive area. Join Dr. Baxter Bell for this series of exercises that can help relieve and prevent neck pain. Discover the proper way to stretch your back and neck, lengthen your neck muscles and upper spin, deepen your breath, and get the blood flowing through your body. Plus, learn a simple exercise that will benefit your neck and your wrists.<br><br>

Note: This course was created and produced by <a href=”https://www.desk-yogi.com” target=”_blank”>Desk Yogi</a>.",Course,2020-11-12 02:48 UTC,N/A,false,N/A,
SOLIDWORKS: Designing for Consumer Electronics,"Consumer electronics are all around us, and new products are created every year. In this course, instructor Johno Ellison teaches the basics of designing these items in SOLIDWORKS. Through this project-based course, he shows you how to design a game controller using SOLIDWORKS features like lofts, fillets, mirroring, and shell. Course projects include creating an assembly, adding fastening details, and even creating the buttons, joystick, and printed circuit board that go into the controller. Johno concludes with a discussion of development and potential next stages in the design process.",Course,2021-05-01 10:05 UTC,N/A,false,N/A,
Learning Git and GitHub,"<div><a href=""https://www.linkedin.com/newsletters/6674822532509655040?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Ray's LinkedIn Newsletter</a></div><br>Version Control lets you manage changes you've made to files over time, and is an essential skill for developers to master. Git is by far the most popular version control system on the web. In this fast-paced course, Ray Villalobos shows you the fundamental commands that you need to work with most Git projects. He explains how to use checkpoints called commits, which let you leave messages documenting what happened at each checkpoint, as well as how to create branches that are alternate versions of your project that you can work on without changing the original. Plus, he shows how to work with the popular GitHub website to explore existing projects, clone them to your local hard drive, and use them as templates for your new projects.",Course,2022-10-31 23:28 UTC,N/A,false,N/A,
Modeling an F1 Wheel with Autodesk Alias Subdivision,"Have you ever wanted to explore the world of concept modeling but didn't have the time to learn a new interface or application? With Autodesk expanding the capabilities of Alias to include subdivision modeling, you can now dive into concept development without having to learn a new interface or application. In this course, Veejay Gahir demonstrates a typical workflow by taking a sketch of a Formula 1 race car steering wheel and showing how to model and render a fully realized version in Alias. Veejay shows how to import the sketch, use subdivision (SubD) modeling techniques to create the basic shape, and add details like buttons and switches, and logos. With the capabilities of Alias coupled with the unique commands developed exclusively for subdivisions, Alias users can now use a familiar interface to learn a new skill.",Course,2022-07-25 15:12 UTC,N/A,false,N/A,
Career Wellness Nano Tips with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>In this course, get some quick tips on how to better manage your work life and career. Check out some practical advice on workload prioritization, emotional self-regulation, and managing overwhelming work experiences. Also learn how to bring empathy to work, receive feedback with confidence, and even find out the real reason behind procrastination.",Course,2022-07-09 18:55 UTC,N/A,false,N/A,
Be the Manager People Won't Leave,"<div><a href=""https://www.linkedin.com/newsletters/6457790820677410816?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Laurie's LinkedIn Newsletter</a></div><br>With the ""Great Reshuffle,"" employees are quitting their jobs at the highest rates in over 20 years, and 41% of the global workforce is considering leaving their jobs. Manager relationships are becoming the make-or-break point for whether employees stay or go. Join veteran HR leader Laurie Ruettimann as she reveals the data behind why it's more important than ever to be a manager who demonstrates empathy and inspires loyalty from the workforce. Laurie covers basics first: be someone people can trust, be an example of integrity, and be relentlessly inclusive. She steps you through ways to inspire your employees to grow. Laurie finishes up by showing you how you can help your team members love their work by being a next-level mentor, a fun-loving boss, and a leader who is genuinely invested in your employees’ well-being.",Course,2022-06-05 19:04 UTC,N/A,false,N/A,
Raspberry Pi: GPIO,"The Raspberry Pi talks to the outside world through the general-purpose input/output device, known as the GPIO. In this course, instructor Mark Niemann-Ross describes these pins and explains how to use the GPIO to control lights and motors, read data from sensors, and interact with the Internet of Things. It combines some hardware basics—such as identifying pins—with some programming in a variety of different languages, including Python, Scratch C++, Java, and Wolfram. By learning how to control input and output through GPIO pins, you'll open up a whole new world of electronics.",Course,2021-09-21 15:18 UTC,N/A,false,N/A,
Artificial Intelligence Foundations: Machine Learning (2018),"Machine learning is one of the liveliest areas in artificial intelligence. Machine learning algorithms allow computers to learn new things without being programmed. They use statistics as a way to better understand the massive amounts of data that we create every day. These newer algorithms help machines classify images, sounds, and videos. They can answer our questions, discover new drugs, and even write songs. In this course, we review the definition and types of machine learning: supervised, unsupervised, and reinforcement. Then you can see how to use popular algorithms such as decision trees, clustering, and regression analysis to see patterns in your massive data sets. Finally you can learn about some of the pitfalls when starting out with machine learning.",Course,2021-02-17 16:18 UTC,N/A,false,N/A,
Python for Data Analysis: Solve Real-World Challenges,"<p>As data and data-related jobs have grown over the past decade, so has the demand for data skills. If you’re a data professional, this is great news! However, it’s important to continue to adapt to the changing demands of the market, which include adopting tools like Python to approach big data challenges. In this course, Sarah Nooravi shares a practical, project-based examination of Python, covering the skills needed to help you stand out among others in a competitive market. Sarah walks through an end-to-end Python analysis, typical of what you would encounter on the job– starting from the problem statement and takes you all the way through to insight delivery. Sarah helps you break down the problem, set expectations, and covers best practices around data cleaning, data visualization and storytelling. Lastly, she also shares common pitfalls and critical business and soft skills that will help you stand out.</p> 
<p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With GitHub Codespaces, you can get hands-on practice from any machine, at any time—all while using a tool that you’ll likely encounter in the workplace.</p>",Course,2023-07-29 03:28 UTC,N/A,false,N/A,
"Machine Learning and AI Foundations: Prediction, Causation, and Statistical Inference","In the world of data science, machine learning and statistics are often lumped together, but they serve different purposes, and being versed in one doesn’t mean expertise in the other. In fact, applying a statistical approach to a machine learning problem, or vice versa, can lead to confusion more than elucidation. In this course, Keith McCormick covers how stats and machine learning are different, when to use each one, and how to use all the tools at your disposal to be clear and persuasive when you share your results. He covers topics like: Why correlation is insufficient evidence of causation; the difference between experimental and observational data; and the differences between traditional statistics and Bayesian statistics. Keith also looks at causality, a tricky topic when it comes to using statistics and machine learning to prove something causes something else. If you build machine learning models, run statistical analyses—or especially if you do both, this course is for you.",Course,2022-11-19 07:29 UTC,N/A,false,N/A,
Arduino: Prototyping,"For designers and product managers, the Arduino family of microcontrollers and easy-to-assemble components is a valuable tool for exploring and evaluating hardware product designs. Rapid, incremental prototypes can help improve outcomes and reduce cost and time in the design process. In this course, instructor Robert Gallup helps you go beyond the basics and learn what it takes to develop Arduino-based prototypes. Robert begins by providing an overview of the prototype development process, highlighting both best practices and potential pitfalls. He then steps through how to develop and refine a proof-of-concept prototype, introducing relevant concepts and techniques along the way. After this course, you'll be ready to tackle your own hardware prototyping using Arduino. <br>
Robert also includes several hands-on challenges with solutions to help you better understand the LCD, animation dynamics, and the final process of completing your prototype and modifying it in response to feedback.",Course,2022-09-06 16:34 UTC,N/A,false,N/A,
Connecting with Your Audience Using Video,"Learn about the power of video and how to use it to develop a strong online presence and connect with an audience. Appearing authentic on camera doesn’t come naturally to everyone, but there are techniques you can practice to become comfortable on camera. Instructor Jaime Cohen walks you through how to use video to create an effective online presence, how to become comfortable on camera, and how to connect with your audience. Jaime covers both the technical and performance aspects of cultivating a unique personal brand online through video.",Course,2022-03-24 06:11 UTC,N/A,false,N/A,
Implementing a Data Warehouse with SQL Server 2022,"Data warehouses solve fundamentally different problems than a traditional transactional database, and SQL Server Data Warehouses provide a different model for storing valuable data. In this course, database expert Adam Wilbert guides you through the process of developing data warehouses in SQL Server 2022 to provide a robust, trustworthy platform to serve all your business intelligence reporting and analysis workloads. Explore data warehouse foundations, then get started creating a data warehouse in SQL Server. Learn about columnstore indexes, as well as how to automate the tasks associated with integrating multiple data sources together into a warehouse. Find out how to implement an Azure Synapse Analytics Dedicated SQL Pool and enforce data quality using Data Quality Services. Discover ways to use Master Data Services, plus learn how to consume data from your warehouse with business intelligence applications.",Course,2023-05-06 02:15 UTC,N/A,false,N/A,
Introduction to Analytics Engineering,"<p>Analytics engineering is a relatively new role in the field of data. If you are looking to begin a career as an analytics engineer or hire for an analytics engineering position in your company, this course can give you the information you need to get started. Instructor and analytics engineer Amataverna Lee guides you through what analytics engineering is, why it matters, and which roles can transition most easily into analytics engineering. She explains data modeling, cloud data warehouses, data pipeline tools, and business intelligence tools. Amataverna goes over several software engineering best practices. Plus, she shows you how documentation and communication are important in analytics engineering roles.</p>",Course,2023-07-17 19:50 UTC,N/A,false,N/A,
